"customer_id","txn_id","txn_dts","order_id","amount"
"8273","6262","2023-09-04 14:55:59","8680","809.18"
"9832","1251","2023-05-07 21:49:59","6985","348.96"
"7900","6366","2023-01-19 12:42:12","9607","300.24"
"8304","9343","2022-04-20 08:51:22","5450","174.46"
"6294","6286","2021-11-22 01:58:35","2683","234.50"
"588","7886","2022-08-25 06:58:36","2308","791.25"
"6736","576","2023-01-22 21:37:28","7639","670.17"
"2480","331","2021-10-29 22:35:21","9802","925.18"
"5679","3194","2022-07-29 12:44:43","8033","109.79"
"5535","2036","2023-03-18 20:39:48","4855","264.18"
"3098","625","2023-06-04 05:03:10","6422","753.75"
"1234","731","2023-09-05 06:32:12","655","740.89"
"9368","3538","2022-04-01 02:28:23","1531","886.84"
"1858","2386","2022-08-31 14:03:00","9273","611.61"
"1625","6802","2023-05-28 18:24:57","2558","76.60"
"8136","5316","2023-04-18 22:33:45","4138","151.15"
"481","5659","2022-07-01 22:18:00","2914","35.19"
"2347","3407","2021-10-07 05:38:23","3355","104.50"
"9909","3815","2023-08-03 01:35:00","2324","271.75"
"4230","2132","2021-10-26 10:09:30","3409","557.44"
"9063","5357","2022-02-24 16:14:48","9716","118.94"
"2562","6170","2023-09-01 23:16:11","2407","235.83"
"3877","3013","2022-05-18 19:07:54","6102","602.90"
"6452","1276","2023-04-03 02:46:40","1199","264.86"
"2331","9684","2022-08-28 15:33:28","4882","513.75"
"8670","947","2022-07-24 02:35:08","6694","65.73"
"6088","4805","2022-10-05 11:22:09","1491","214.18"
"9921","2521","2023-06-14 17:30:48","7309","626.62"
"4062","7429","2022-06-26 02:40:46","8574","257.17"
"3336","4828","2021-10-06 03:44:53","7357","970.34"
"1875","4934","2022-12-02 04:48:18","9980","267.17"
"3807","8908","2023-05-19 14:00:20","6640","401.40"
"4","4203","2022-08-10 04:38:12","8619","967.14"
"5797","4643","2023-08-12 11:33:41","3211","910.14"
"5007","8743","2022-06-25 17:24:20","1936","832.16"
"4746","4632","2022-11-12 11:47:57","2202","983.81"
"6730","8905","2022-08-14 01:33:00","4564","475.92"
"2573","2020","2023-03-30 03:00:22","1974","669.72"
"9168","4898","2022-07-06 17:30:21","7744","637.78"
"5214","8072","2023-02-23 04:33:56","986","742.70"
"3534","418","2022-07-07 18:33:02","7725","608.11"
"6473","105","2022-07-12 08:06:18","674","190.44"
"3714","2304","2023-05-11 12:29:18","9385","431.67"
"5409","6293","2022-02-12 09:53:49","5418","662.72"
"8587","5178","2022-01-13 02:16:52","3422","275.66"
"8060","6382","2023-04-24 13:31:58","3607","373.90"
"6362","545","2022-04-04 12:00:38","1387","250.23"
"4874","1419","2023-04-05 06:07:10","8390","456.70"
"8456","8965","2023-09-26 21:22:08","7055","977.47"
"3529","5524","2022-04-29 05:36:11","691","2.50"
"4748","116","2022-01-21 18:45:54","1043","639.68"
"3620","7433","2022-03-03 12:20:27","5562","919.15"
"5290","8780","2022-09-23 17:04:48","5327","408.03"
"6040","1312","2022-03-16 12:27:16","8593","533.44"
"5115","8468","2023-08-03 16:50:48","6302","475.30"
"5010","9043","2021-11-29 21:51:44","150","777.06"
"8086","7545","2022-09-11 13:36:29","1935","113.12"
"6783","3497","2022-09-11 23:30:35","1263","686.02"
"4091","8028","2022-03-24 15:25:40","2098","455.61"
"9126","4677","2023-01-21 14:08:30","8864","347.89"
"7570","8784","2023-02-09 10:38:51","4276","430.19"
"1620","2827","2023-04-26 23:21:21","6793","334.08"
"8442","7016","2023-08-03 00:05:45","815","164.19"
"5880","3761","2023-03-12 22:06:12","8956","433.18"
"5038","5362","2022-04-04 04:04:04","6114","749.22"
"253","9062","2022-10-31 20:28:11","5372","590.26"
"2543","2896","2022-11-05 05:19:25","1252","237.93"
"3855","2164","2023-06-30 15:58:30","3828","659.92"
"8166","1769","2023-01-26 04:46:26","426","895.77"
"5057","207","2022-03-24 15:51:29","9101","277.85"
"1290","4246","2022-01-19 11:32:10","9900","635.46"
"969","3418","2021-11-03 11:07:36","5163","357.34"
"5638","2659","2022-05-29 13:10:56","278","598.02"
"5790","360","2022-10-21 04:17:20","1004","30.03"
"5352","1090","2023-07-04 09:08:02","1022","562.37"
"7130","2327","2022-07-09 19:38:52","5111","256.60"
"6705","4321","2022-11-23 06:22:56","8705","709.16"
"6394","2806","2021-10-07 03:21:57","8201","298.21"
"5407","3889","2023-07-19 06:40:10","2888","302.82"
"1285","6998","2023-09-25 06:01:40","9795","197.29"
"9862","656","2022-04-18 19:49:29","5574","600.71"
"5871","4796","2023-03-10 09:46:03","2470","738.52"
"6630","5531","2022-05-02 07:34:00","8066","604.84"
"9018","7682","2021-10-31 20:30:01","8712","984.07"
"6472","1966","2022-08-14 08:22:18","5678","700.40"
"4160","9535","2023-04-03 12:50:05","4747","388.56"
"4106","3423","2022-01-02 19:42:00","9273","539.85"
"2663","2507","2022-06-18 13:18:34","148","909.25"
"5950","4770","2023-02-02 17:31:34","4807","576.96"
"2785","16","2023-06-09 01:06:48","2306","907.25"
"152","7871","2023-09-11 11:16:00","4220","931.86"
"4566","2848","2022-11-20 00:32:12","2782","129.18"
"8903","9913","2022-07-30 12:41:36","7121","444.06"
"4594","4230","2022-11-26 12:01:16","8638","855.36"
"2321","97","2023-05-10 07:23:06","8377","296.57"
"595","9201","2023-09-13 10:18:00","6744","930.58"
"2597","3186","2023-02-06 18:22:00","5807","703.93"
"4496","3033","2023-05-16 12:55:32","6880","197.37"
"8337","1645","2022-02-27 23:10:18","2694","716.64"
"4140","7163","2023-08-20 15:05:43","5835","951.40"
"8069","179","2023-05-19 23:55:10","4105","366.66"
"629","9546","2022-10-01 03:27:07","5809","929.45"
"398","6522","2022-10-07 16:15:42","8547","201.95"
"5914","73","2021-11-27 14:36:04","3125","187.05"
"415","5157","2022-08-05 16:53:23","2052","462.92"
"6622","5015","2022-11-06 00:17:29","980","222.70"
"8513","712","2023-07-06 08:24:49","9092","625.91"
"1322","9171","2022-02-17 04:54:48","4351","345.44"
"8477","7478","2023-09-11 12:57:30","2542","782.09"
"2899","8392","2021-10-30 23:23:11","5178","137.93"
"7514","8556","2022-02-05 12:37:43","5466","278.08"
"1350","8481","2022-06-28 10:30:30","40","116.95"
"9343","7398","2022-06-22 13:17:33","6194","851.25"
"372","2991","2023-04-27 15:32:39","2049","59.30"
"6780","1016","2023-03-31 12:44:50","5099","609.25"
"1268","6688","2021-11-15 16:08:29","7220","599.44"
"9219","7432","2022-08-20 21:51:06","2960","74.36"
"1050","5859","2021-12-18 12:38:55","2021","50.26"
"223","5288","2022-09-24 06:42:56","9077","771.08"
"6585","4296","2021-10-26 07:33:20","8451","115.51"
"7723","541","2022-02-01 13:13:29","8463","400.65"
"2570","8983","2023-03-29 07:20:14","2406","222.39"
"5378","390","2022-10-14 19:36:38","6522","33.45"
"2785","3902","2022-07-05 04:40:35","3703","267.59"
"2260","6332","2022-12-17 12:13:58","220","290.62"
"2439","319","2021-10-24 06:31:09","5297","800.01"
"9388","2419","2023-06-01 06:25:22","2509","606.69"
"5454","4062","2023-09-21 06:43:13","2258","583.86"
"1196","2126","2022-08-17 10:33:29","9275","516.63"
"7719","6254","2022-03-28 12:19:02","6469","376.91"
"4134","4519","2023-08-23 03:43:28","8627","580.99"
"7775","3883","2022-05-07 07:39:22","660","956.18"
"798","2362","2023-04-11 21:32:32","6429","66.61"
"7547","9898","2022-09-28 13:27:43","2644","257.62"
"9669","4648","2023-05-19 10:56:47","8250","155.25"
"7744","8498","2023-05-12 22:21:18","883","342.95"
"4850","6227","2023-02-09 11:53:29","679","486.06"
"4408","6146","2023-04-23 01:58:44","3410","522.19"
"5848","2715","2021-10-28 23:28:50","7054","967.11"
"6970","8927","2023-04-21 18:55:24","9075","222.32"
"3739","486","2022-11-16 17:45:24","2220","759.45"
"1941","6698","2023-05-28 10:59:39","4288","258.58"
"2368","6162","2023-05-02 08:14:45","9100","436.56"
"7721","8381","2022-05-30 12:35:51","6719","612.20"
"9559","9756","2023-02-09 04:57:47","8472","139.98"
"1821","4369","2023-03-23 12:45:55","2762","610.01"
"5933","7875","2022-06-08 23:55:54","1771","759.47"
"3747","2605","2022-12-14 23:12:40","9037","182.02"
"8472","6699","2023-01-20 04:04:12","3409","764.09"
"2199","6360","2022-02-14 19:18:17","7224","906.19"
"6638","5480","2022-04-03 18:36:18","8303","707.91"
"4402","8314","2022-10-20 12:52:12","9024","674.23"
"8863","5969","2022-02-05 15:25:31","4955","927.11"
"7833","6442","2022-12-18 10:38:08","6717","814.73"
"1816","4861","2022-01-22 07:08:49","5889","120.29"
"9154","3252","2021-10-10 04:54:32","541","689.71"
"7749","9167","2022-07-01 11:10:03","5620","103.37"
"5103","4496","2022-03-28 04:32:15","146","758.51"
"1269","4993","2022-12-24 07:18:57","6918","356.23"
"4716","3265","2023-05-04 08:30:20","7882","546.92"
"1957","6573","2022-07-07 12:10:05","8196","735.56"
"4545","5885","2022-08-12 02:17:51","4638","174.17"
"2527","5636","2023-09-29 07:33:42","3990","257.31"
"6289","6368","2022-09-30 18:13:59","8413","799.36"
"8228","5098","2022-10-17 17:43:32","3811","580.17"
"5196","6459","2023-08-27 18:25:59","3725","609.06"
"1531","4316","2022-03-09 07:16:56","5354","212.50"
"3829","715","2021-10-11 00:14:34","6269","802.19"
"9926","3266","2021-12-07 01:51:33","7636","308.96"
"1094","8797","2022-02-19 07:25:48","3838","366.70"
"7140","3442","2022-07-27 20:18:17","674","940.95"
"6020","5526","2023-03-14 16:55:19","7436","298.14"
"1691","1695","2022-05-04 16:04:32","395","292.63"
"9390","5235","2022-03-10 08:31:50","6900","881.81"
"7776","2040","2022-11-04 01:46:43","7334","727.85"
"2111","6819","2022-04-20 08:23:26","6180","198.53"
"7435","4070","2022-07-04 09:24:37","7873","607.08"
"6633","7308","2022-03-27 16:44:39","7036","347.72"
"3739","7223","2022-05-12 22:36:32","5897","792.81"
"3073","4913","2023-09-29 05:28:18","8483","102.50"
"5479","2627","2023-05-22 11:58:17","7677","636.73"
"2744","6404","2021-11-10 08:01:09","5553","835.28"
"8892","9740","2022-12-31 07:35:57","7111","297.93"
"9798","7231","2021-10-30 06:49:10","3980","795.83"
"8","713","2021-11-22 02:05:17","2198","379.31"
"8449","6971","2023-09-22 21:18:30","4692","573.25"
"9131","5841","2023-04-15 00:40:06","7178","675.71"
"2401","3600","2023-05-13 11:50:37","1856","267.83"
"6027","763","2021-10-21 06:02:31","6654","316.99"
"6740","8861","2022-03-17 04:47:41","67","287.46"
"8911","8801","2021-11-25 00:33:44","1282","970.36"
"5898","5113","2021-12-08 17:55:00","380","390.98"
"6021","2512","2022-10-01 11:37:58","4233","197.43"
"6270","6292","2023-05-07 03:26:20","8303","539.41"
"721","2536","2022-06-06 19:24:35","9571","971.87"
"7122","5233","2022-07-31 04:12:56","397","169.22"
"509","1948","2023-04-05 16:50:32","7041","304.46"
"1891","5633","2022-05-19 05:45:32","6123","938.80"
"5550","8444","2022-12-07 15:48:36","228","270.45"
"2255","5636","2021-12-20 20:53:53","9195","614.91"
"8531","1230","2023-08-04 15:50:44","9604","270.83"
"5690","1586","2022-12-11 23:20:14","3554","236.39"
"7192","5708","2022-02-04 10:00:23","4410","583.37"
"5140","2104","2022-05-07 17:41:31","9193","15.45"
"575","1385","2023-01-22 20:32:37","231","412.43"
"8400","9087","2022-06-30 17:42:47","7357","168.86"
"2010","1316","2023-01-08 18:20:48","7585","524.36"
"4697","513","2021-10-22 12:22:28","134","415.58"
"4709","793","2023-06-05 02:44:50","4076","824.90"
"6367","6858","2022-05-10 21:17:53","9542","345.87"
"7353","2013","2022-08-29 18:52:44","6135","280.37"
"6286","501","2022-04-07 23:09:40","1328","412.27"
"248","5933","2022-11-16 21:07:17","6781","183.74"
"4399","6622","2022-09-04 21:12:54","7712","28.53"
"4083","2476","2022-03-25 14:52:42","4928","228.48"
"446","2969","2022-04-03 09:59:26","6838","238.29"
"2752","4062","2022-11-15 17:44:27","4905","73.06"
"2749","6242","2022-11-01 09:08:19","6355","368.87"
"1688","2077","2023-07-31 10:44:50","1408","801.03"
"6485","7379","2023-03-12 07:30:17","4518","656.41"
"2584","9601","2022-04-11 05:05:47","3438","8.17"
"4079","7382","2023-04-09 07:21:07","2203","984.09"
"2420","5754","2023-03-06 16:20:41","5865","548.42"
"368","7855","2023-06-23 11:20:44","3270","965.74"
"7215","2282","2022-10-09 00:15:51","4848","559.66"
"9482","6574","2023-03-28 23:10:29","8216","493.36"
"3545","4344","2022-11-08 05:57:58","2742","829.88"
"8295","7796","2023-09-17 00:47:20","5598","464.78"
"854","3183","2022-04-22 08:03:52","7517","103.91"
"4200","17","2023-07-07 21:05:51","3548","292.59"
"4385","147","2023-03-12 14:58:20","270","92.43"
"6439","8188","2023-05-01 05:01:29","5951","519.61"
"405","2821","2021-10-15 19:27:43","9730","845.36"
"3224","5230","2022-02-25 00:15:06","2929","729.98"
"6679","9614","2023-02-04 02:18:01","3714","6.90"
"2220","8232","2021-12-09 21:58:14","6870","459.30"
"5556","2263","2022-06-07 06:20:36","4495","779.54"
"1276","7514","2023-06-21 07:53:59","2614","184.86"
"9961","7336","2022-08-27 22:35:14","2605","962.19"
"1825","3047","2023-05-07 17:55:38","7901","416.44"
"1812","5827","2022-11-04 03:17:57","8782","100.90"
"2269","2013","2022-08-17 16:57:38","6308","705.21"
"6423","9489","2023-05-09 21:10:11","3688","36.00"
"9815","6543","2022-01-15 15:06:56","9179","466.80"
"7302","8886","2022-01-25 15:56:22","9184","239.21"
"9446","7693","2022-05-16 06:31:31","4388","436.00"
"8576","1149","2023-08-16 07:00:41","168","422.82"
"1876","5443","2021-10-09 17:09:24","5297","259.11"
"6111","3393","2022-04-19 21:50:43","7390","577.88"
"1382","1324","2022-06-06 19:15:34","7188","668.78"
"6977","8497","2021-12-01 05:21:47","3593","268.52"
"1154","2345","2022-02-02 19:28:03","564","691.18"
"4384","9261","2022-05-27 20:16:26","5770","769.59"
"7647","8395","2022-06-29 20:47:32","3805","806.55"
"8393","112","2022-04-16 17:25:50","9410","171.56"
"3995","8941","2021-10-23 14:10:59","8498","810.95"
"651","5992","2022-02-21 09:25:52","5585","477.60"
"3869","7821","2023-05-04 17:03:14","5640","207.82"
"6312","4715","2023-03-20 17:47:03","9507","730.79"
"9826","2841","2023-01-22 17:53:45","7236","595.69"
"2360","8395","2022-09-03 08:28:03","6413","356.43"
"3463","4176","2022-04-10 12:49:32","8789","957.39"
"5533","2399","2022-06-11 20:54:42","3990","248.28"
"9772","1879","2023-08-29 20:44:33","7321","732.95"
"9916","4080","2023-04-09 03:06:07","1454","873.46"
"4479","8384","2022-03-10 15:35:04","5799","650.03"
"3227","9894","2023-07-12 09:22:35","2679","871.48"
"4714","7969","2022-08-26 18:37:01","5147","601.05"
"2616","4360","2023-01-25 09:36:15","9155","748.67"
"6143","3610","2023-03-14 02:18:33","1469","118.09"
"8406","5421","2023-04-27 00:09:06","9775","193.00"
"1564","5113","2021-12-14 18:40:13","9635","629.98"
"3241","4550","2022-05-22 05:36:32","2600","293.22"
"3740","4225","2022-10-24 23:37:39","4972","294.31"
"2233","6667","2022-02-23 02:03:38","3258","905.87"
"2067","4437","2021-12-07 01:50:16","4575","930.23"
"9461","55","2022-08-25 13:09:17","2083","278.08"
"5222","3604","2023-03-08 23:32:44","2857","757.34"
"3092","1644","2022-07-03 10:08:50","8030","458.94"
"3569","4681","2022-12-07 18:19:30","6430","126.19"
"1559","8469","2023-07-28 21:37:24","2268","726.48"
"3196","2910","2023-05-01 18:33:22","1121","475.68"
"839","5641","2023-07-13 19:52:27","6390","682.89"
"2489","569","2022-05-29 22:18:34","7269","896.37"
"3333","6413","2021-12-11 20:42:29","1598","861.87"
"2751","528","2022-03-10 05:50:22","3817","319.66"
"1141","8977","2022-03-18 20:54:20","8612","337.13"
"1632","8408","2022-01-13 20:57:34","9892","389.89"
"7071","9842","2022-08-07 10:48:49","4294","790.55"
"3373","567","2022-03-07 04:52:02","7217","383.02"
"3876","7434","2022-10-06 05:07:25","1497","944.65"
"4873","1452","2023-01-24 20:26:53","2039","759.91"
"3769","2229","2022-08-18 16:22:11","3933","74.28"
"6064","2385","2022-01-02 15:13:19","8321","551.53"
"3280","4836","2022-11-13 17:43:42","6944","660.27"
"1263","4715","2023-02-05 15:10:50","2540","839.75"
"2545","9591","2022-01-28 03:34:28","9381","643.12"
"2282","7232","2023-09-16 06:10:50","8785","620.47"
"9386","1397","2023-03-18 19:20:02","6007","117.38"
"700","493","2023-08-04 08:23:27","9655","174.94"
"9215","6166","2022-02-07 22:07:39","3892","198.27"
"3984","215","2022-03-29 15:10:16","2351","922.99"
"2905","1112","2021-12-25 18:01:36","4578","149.79"
"4226","9475","2022-08-26 19:55:02","679","127.05"
"5453","4160","2023-02-11 16:36:50","6681","604.33"
"1460","9708","2023-04-17 14:46:14","2359","383.75"
"175","4103","2022-08-27 14:14:57","9473","882.59"
"8737","6360","2023-09-22 10:09:50","3283","417.43"
"4289","5018","2021-12-09 12:01:43","6028","270.67"
"851","4675","2022-11-05 03:47:29","6944","799.83"
"2626","123","2022-04-29 22:40:57","1752","643.77"
"4337","8444","2022-08-14 15:26:45","2174","974.20"
"3403","5552","2022-04-26 00:05:29","1790","64.59"
"3154","5413","2022-08-19 10:00:51","2089","135.77"
"2846","5800","2022-09-01 22:03:51","7149","659.11"
"9136","7419","2022-01-14 11:44:53","1573","86.73"
"6443","1583","2022-08-28 09:22:17","938","492.44"
"8631","2038","2022-12-12 01:26:42","5527","20.15"
"5533","7411","2023-07-24 12:26:39","3250","359.74"
"8943","2805","2023-10-02 22:16:33","7368","601.01"
"5400","3403","2022-06-04 10:14:39","8925","184.11"
"8925","4729","2023-05-02 21:05:33","998","312.72"
"2715","7622","2022-04-22 23:44:26","2749","790.86"
"267","2010","2021-12-21 17:48:29","5075","163.46"
"3760","7587","2023-02-17 19:31:42","9741","885.26"
"137","9650","2022-08-27 16:02:49","9870","345.85"
"7748","7660","2023-08-19 16:44:05","4149","542.23"
"7573","5301","2023-02-15 21:47:27","380","579.43"
"344","1669","2022-09-26 11:04:39","8479","236.95"
"9039","2177","2021-10-30 07:06:22","8053","677.50"
"3234","9291","2022-03-12 04:47:03","1116","721.88"
"6634","4570","2022-03-15 04:13:21","1289","608.75"
"47","3238","2023-01-26 16:45:52","4835","678.41"
"637","1410","2022-06-30 13:46:07","6208","663.47"
"6562","9073","2021-10-05 05:40:23","7125","472.66"
"6469","9604","2023-04-18 08:18:45","9841","478.54"
"6860","9597","2023-02-18 17:23:04","2784","506.77"
"5084","1078","2023-03-18 05:30:14","3715","536.09"
"5551","2555","2022-02-23 21:41:28","8144","112.90"
"3749","2932","2021-10-12 10:09:16","8522","662.46"
"7215","5103","2022-11-21 10:06:02","620","272.11"
"7759","4633","2023-04-27 14:49:00","5001","460.94"
"5436","7558","2021-11-26 09:31:47","980","437.48"
"3372","6186","2023-08-16 04:29:18","1114","600.15"
"115","4826","2022-06-01 14:26:56","950","9.02"
"9731","2772","2022-10-04 13:49:39","1331","920.82"
"1665","1258","2023-04-08 10:03:03","1070","913.17"
"7091","1315","2022-01-02 03:35:02","7759","782.81"
"2264","6103","2023-04-24 15:07:46","6916","821.80"
"9061","4065","2021-12-16 22:30:56","6195","585.89"
"8955","6428","2023-09-10 14:41:25","5025","391.29"
"6637","5969","2023-04-28 18:17:16","4646","585.00"
"20","2344","2022-04-22 23:12:06","3432","221.77"
"2061","4514","2022-04-25 06:06:50","2274","25.53"
"1557","8219","2023-06-12 20:15:00","8109","245.31"
"3980","5777","2023-06-17 12:32:39","6543","146.85"
"524","5439","2022-04-02 14:08:26","6456","68.42"
"4291","764","2023-05-06 00:15:32","4385","156.04"
"3714","2936","2022-04-19 12:59:19","6050","812.73"
"9288","9997","2023-01-08 13:17:50","1211","640.40"
"492","9941","2022-02-04 23:28:43","5396","263.98"
"3242","517","2023-02-16 02:39:03","8898","378.79"
"5484","5679","2022-07-15 09:32:20","1917","65.27"
"3736","6308","2023-05-21 07:01:13","9828","39.76"
"6427","2650","2022-02-01 05:26:15","7026","673.41"
"2593","9314","2021-10-06 10:45:09","4928","212.42"
"6519","4204","2022-11-13 20:54:22","6900","586.77"
"1965","4109","2023-01-17 20:04:42","5162","444.69"
"8418","381","2022-10-28 01:00:52","8417","836.46"
"593","353","2022-08-22 16:10:17","9102","140.07"
"6390","8741","2022-07-03 07:54:42","8999","787.87"
"9472","3031","2023-06-22 21:48:29","9619","95.34"
"7052","1092","2022-03-23 23:39:45","1595","297.27"
"5171","7212","2023-08-03 19:03:01","2531","747.58"
"3671","735","2022-07-11 22:37:50","8367","468.91"
"5025","2125","2022-10-31 02:54:46","2288","215.30"
"442","8022","2022-10-05 11:03:13","1277","980.27"
"9226","2218","2022-12-16 03:15:40","4231","145.27"
"6072","700","2022-06-17 21:56:57","1691","191.44"
"9504","5984","2022-02-21 22:01:30","116","766.31"
"6844","4371","2022-10-17 10:47:20","7076","762.63"
"6948","3146","2022-04-30 14:29:26","1174","275.54"
"7370","5629","2022-04-13 19:56:00","2658","725.37"
"2528","1587","2022-11-25 13:55:27","9605","975.21"
"5179","2673","2022-05-04 05:37:22","5836","116.55"
"5073","5460","2023-07-31 13:52:16","24","342.28"
"2605","7786","2022-04-09 17:04:27","1300","841.06"
"1462","6407","2022-09-30 00:24:19","7940","220.12"
"1961","6620","2023-01-19 14:14:43","1538","419.91"
"3553","4950","2023-07-23 04:32:40","6602","287.45"
"2860","6613","2022-04-25 08:47:34","2903","213.85"
"7468","1487","2022-06-19 14:34:27","8459","647.02"
"5720","2873","2022-10-27 16:42:57","3705","312.76"
"1630","5910","2023-05-11 12:32:27","3681","152.33"
"8965","5152","2023-03-01 14:36:57","8135","597.84"
"4849","298","2023-01-31 14:33:21","2952","438.81"
"5108","7204","2022-02-16 20:53:21","1797","78.88"
"9220","8954","2023-04-30 09:58:24","6156","659.53"
"5420","8099","2022-01-25 05:15:45","8513","72.01"
"9207","306","2023-07-28 18:43:20","2266","105.43"
"1027","785","2023-05-16 18:38:19","3764","256.89"
"6031","6860","2022-03-16 16:22:44","6424","93.90"
"7306","176","2022-08-22 23:45:46","2514","319.25"
"4596","4830","2023-05-31 06:11:38","7412","586.75"
"4361","8460","2023-08-11 13:12:06","4986","785.65"
"6612","4592","2023-09-26 00:46:40","233","374.66"
"2126","2930","2022-10-10 11:20:20","3118","293.14"
"8234","8294","2022-02-08 23:07:44","9621","271.73"
"7111","3009","2022-01-03 00:02:11","891","801.19"
"2250","2410","2022-12-15 23:25:23","3438","551.16"
"8000","2058","2022-06-22 10:25:13","9395","839.39"
"9340","7274","2023-01-16 03:00:04","4701","126.13"
"2134","2915","2023-09-22 21:52:16","4353","452.75"
"8949","1639","2023-05-13 19:54:35","1480","600.35"
"7130","4066","2023-06-19 21:52:49","5421","691.51"
"7892","9961","2022-10-22 19:07:27","4865","360.55"
"2769","1471","2022-12-13 22:57:23","4523","709.22"
"9139","9295","2022-06-24 01:25:46","7441","164.74"
"477","6626","2023-08-02 16:01:19","389","712.45"
"4879","9942","2022-02-02 13:01:55","8015","709.52"
"6784","436","2022-05-24 17:47:33","2922","921.68"
"7419","8752","2023-02-15 01:56:11","2271","652.85"
"9680","2761","2023-06-28 13:14:39","1350","131.37"
"3137","453","2023-06-12 23:50:21","6163","545.94"
"7256","8506","2023-05-09 21:45:38","628","476.37"
"243","8548","2023-07-03 11:21:06","9766","653.95"
"4810","2666","2022-02-19 06:03:57","4605","315.62"
"4944","4188","2023-04-09 18:23:24","2747","601.26"
"6745","1283","2021-12-03 10:23:00","9329","381.35"
"7417","9140","2023-04-14 01:39:53","9957","122.99"
"9966","792","2023-08-14 14:32:13","7174","438.07"
"1200","275","2023-02-20 15:57:54","799","932.73"
"8535","4766","2022-12-25 06:00:15","9304","125.80"
"5478","5075","2023-08-30 09:19:05","8954","394.09"
"6760","5800","2021-11-28 18:47:53","5385","451.49"
"2442","5768","2021-11-03 12:20:58","237","960.63"
"7055","9343","2022-09-30 22:04:27","4815","29.78"
"1106","224","2023-03-08 05:27:39","716","126.69"
"2871","3602","2023-02-22 07:11:35","8978","100.66"
"4636","2804","2023-07-20 22:01:55","6230","56.83"
"8419","5837","2023-01-10 12:53:12","4031","67.80"
"3276","5542","2022-09-25 05:59:04","3015","933.03"
"1952","4811","2023-05-15 23:25:24","5300","542.29"
"6800","4517","2021-11-16 15:36:01","6268","197.26"
"3636","6717","2023-05-19 08:59:39","6343","287.95"
"753","8598","2022-03-30 14:22:43","3536","867.39"
"1281","8852","2021-12-29 23:18:25","2511","240.51"
"2149","8655","2023-01-28 13:41:59","2944","864.05"
"2256","728","2022-11-08 19:05:49","3541","794.60"
"4082","9655","2022-04-29 12:47:04","3165","514.75"
